Drug Name,Drug Subcategory
4-Epi-Vancosaminyl Derivative of Vancomycin,others
ZK-805623,others
"N''-{3-[(3s,8ar)-1,4-Dioxooctahydropyrrolo[1,2-a]Pyrazin-3-Yl]Propyl}Guanidine",others
Naphthyridine Inhibitor,others
3-Fluorotyrosine,others
"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline",others
BVDU-MP,others
Modified Acarbose Pentasaccharide,others
Purine Riboside,others
2-Fluoroadenosine,others
Benzo[B]Thiophene-2-Carboxamidine,others
"1,4-Dithiothreitol",others
"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene",others
"5-(3,3-Dihydroxypropeny)-3-Methoxy-Benzene-1,2-Diol",others
Heptyl 1-Thiohexopyranoside,others
4-Methylpiperazin-1-Yl Carbonyl Group,others
"N,N'-Bis(4-Amino-2-Methylquinolin-6-Yl)Urea",others
"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose",others
Alpha-Aminobutyric Acid,others
Trimethyl Glycine,others
2'-Deoxyguanosine-5'-Monophosphate,others
"2,2-Dichloro-1-Methanesulfinyl-3-Methyl-Cyclopropanecarboxylic Acid [1-(4-Bromo-Phenyl)-Ethyl]-Amide",others
"3,4-Dichloroisocoumarin",others
(C8-S)-Hydantocidin 5'-Phosphate,others
Tetrabromo-2-Benzotriazole,others
"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",others
N-Formylmethionine,others
Lactose,Standardized Insect Venom Allergenic Extract [EPC]
SR12813,others
Pyridoxyl-Alanine-5-Phosphate,Barbiturate [EPC]
Afimoxifene,others
"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",others
CRA_10656,others
"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",others
(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,others
Alpha-L-Fucose,others
1-Anilino-8-Naphthalene Sulfonate,others
"Trencam-3,2-Hopo",others
"N-1,2,3,4-Tetrahydronaphth-1-Yl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine",others
"Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine",others
4-Nitro-Inden-1-One,others
"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",others
Meso-Erythritol,others
Cmp-2-Keto-3-Deoxy-Octulosonic Acid,others
2-deoxy-2-fluoro-β-D-mannose,others
L-Phenylalaninol,others
Deoxythymidine,others
"(2s)-2,8-Diaminooctanoic Acid",others
N-Methylleucine,others
"(6r,7r)-3-[(Acetyloxy)Methyl]-7-{[(6s)-6-(Glycylamino)-7-Oxido-7-Oxoheptanoyl]Amino}-8-Oxo-5-Thia-1-Azabicyclo[4.2.0]Octane-2-Carboxylate",others
Guanidinoethylmercaptosuccinic acid,others
3-(Mercaptomethylene)Pyridine,others
Diisopropylphosphono Group,others
2-(Acetylamino)-2-Deoxy-4-O-Sulfo-Alpha-D-Galactopyranose,others
Fructose-6-Phosphate,Barbiturate [EPC]
RU81843,others
4-Phospho-D-Erythronohydroxamic Acid,others
2'-Monophosphoadenosine-5'-Diphosphoribose,others
Aspartate Semialdehyde,others
R-Styrene Oxide,others
4-acetamidobenzoic acid,others
Camphane,others
WRR-204,others
Sp-722,others
"(3s)-2,3,4,5-Tetrahydropyridin-3-Amine",Antiseptic [EPC]
"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",others
"Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside",others
N-Methylnaloxonium,others
3-Phosphoglyceric Acid,others
N-Succinyl Methionine,others
2-Isobutyl-3-Methoxypyrazine,others
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,Expectorant [EPC]
Phosphoric Acid-2'-[2'-Deoxy-Uridine]Ester-5'-Guanosine Ester,others
6-Deoxy-2-O-Methyl-Alpha-L-Galactopyranose,others
2-Deoxy-Glucitol-6-Phosphate,Barbiturate [EPC]
Dipyrromethane Cofactor,Nucleoside Metabolic Inhibitor [EPC]
"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",others
Caprylic acid,others
"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",others
GSHNA,others
Phosphonoserine,others
Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,others
Malonyl-Coenzyme A,others
2-(Carboxymethoxy)-5-[(2s)-2-({(2s)-2-[(3-Carboxypropanoyl)Amino] -3-Phenylpropanoyl}Amino)-3-Oxo-3-(Pentylamino)Propyl]Benzoic Acid,others
L-Glycero-D-Manno-Heptopyranose,others
Beta-Hydroxyasparagine,others
"2,4-Dinitrophenol",others
Desvancosaminyl Vancomycin,Calcineurin Inhibitor Immunosuppressant [EPC]
"S,S-(2-Hydroxyethyl)Thiocysteine",others
Benzylcysteine,others
2-Amino-P-Cresol,others
L-Tryptophanamide,others
"2s,3s-3-Methylaspartic Acid",others
Glyphosate,others
Cholesterol,others
"(8ar)-Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",others
3'-Azido-3'-Deoxythymidine-5'-Diphosphate,others
"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",others
1-Deoxy-1-Acetylamino-Beta-D-Gluco-2-Heptulopyranosonamide,others
"(3r,4r,5r)-5-(Hydroxymethyl)Piperidine-3,4-Diol",Anticholinergic [EPC]
3-Deaza-Adenosine,others
Inhibitor Bea409,Non-Standardized Fungal Allergenic Extract [EPC]
4-Deoxy-D-Glucuronic Acid,others
"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",others
"Fructose-1,6-Diphosphate",others
Niflumic Acid,others
2-Oxobutanoic Acid,others
8-Bromoadenosine-5'-Diphosphate,others
Cytidine-5'-Diphosphate,others
3-[(1s)-1-(Dimethylamino)Ethyl]Phenol,others
Arachidonic Acid,others
N-(Chlorophenyl)-N'-Hydroxyguanidine,others
"4,7-Dioxosebacic Acid",others
"4-Acetamido-2,4-Didexoy-D-Glycero-Beta-D-Galacto-Octopyranosylphosphonic Acid",others
Tricarballylic Acid,others
Gluconolactone,others
4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,others
Inosinic Acid,others
Chromophore (Gly-Tyr-Gly),others
5-Aminoimidazole Ribonucleoside,others
Formic Acid Benzyl Ester,others
Latamoxef,others
Trioxsalen,others
Thiotepa,Alkylating Drug [EPC]
Estriol,others
Estropipate,others
Quinestrol,others
1-(1-phenylcyclopentyl)methylamine,others
"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide",others
"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-",others
1-Methyl-2-quinolone,others
1-benzylimidazole,others
IMAZAQUIN,others
"5-(AMINOCARBONYL)-1,1':4',1''-TERPHENYL-3-CARBOXYLICACID",others
Phenyldehydroalanine,others
DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,others
2-bromophenol,others
"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",others
(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,others
"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",others
3-Bromo-3-buten-1-ol,others
3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID,others
3-hydroxyglutaric acid,others
"(E)-(4S,6S)-8-METHYL-6-((S)-3-METHYL-2-{(S)-2-[(5-METHYL-ISOXAZOLE-3-CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID BENZYL ESTER",others
"4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE-(1->4)-BETA-D-GLUCURONIC ACID",others
"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",others
2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,others
Aniracetam,others
"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",others
"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",others
PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,others
5-iodotubercidin,others
5-Aminoisoquinoline,others
2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),others
"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",others
"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",others
INHIBITOR Q8467 OF DUPONT MERCK,others
"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",others
"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",others
"(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER",others
(R)-tacrine(10)-hupyridone,others
(S)-tacrine(10)-hupyridone,others
TACRINE(8)-4-AMINOQUINOLINE,others
"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",others
"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE",others
ACETOPHENONE,others
Cycloleucine,others
N-ACETYLHISTAMINE,others
"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",others
DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME),others
Apramycin,others
Cyclouridine,others
Allosamidin,others
Aplyronine A,others
Aldosterone,others
Atpenin A5,others
4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,others
"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",others
N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,others
Glutamine t-butyl ester,others
6-Bromo-1-hexanol,others
"2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE",others
Biphenylalanine,others
"Naphthalene-2,6-disulfonic acid",others
"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",others
"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",others
"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",others
"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",others
"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",others
Dibromothymoquinone,others
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,others
S-propylamine-L-cysteine,others
TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,others
"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",others
BIOTINOL-5-AMP,others
"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE",Non-Standardized Food Allergenic Extract [EPC]
CBZ-LEU-LEU-TYR-CH2F,others
4-PIPERIDIN-4-YLBUTANAL,Amide Local Anesthetic [EPC]
"METOPRINE, METHODICHLOROPHEN",others
"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",others
Carboxin,others
"(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL",others
"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",others
Glycerylphosphorylcholine,others
Cis-tetracosenoyl sulfatide,others
OLOMOUCINE II,others
"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",others
Cyclohexyl-pentyl-maltoside,others
2H-1-BENZOPYRAN-2-ONE,others
TRIAZOLOPYRIMIDINE,others
"cyclic 3',5'-thymidine monophosphate",others
4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,others
"2-HYDROXY-3,5-DIIODOBENZOIC ACID",others
"(2S,5R,8S,11R,12S,15S,18S,19S,E)-8-ISOBUTYL-18-((5S,6S)-6-METHOXY-3,5-DIMETHYL-7-PHENYLHEPTYL)-1,2,5,12,15,19-HEXAMETHYL-3,6,9,13,16,20,25-HEPTAOXO-1,4,7,10,14,17,21-HEPTAAZACYCLOPENTACOS-21-ENE-11,22-DICARBOXYLIC ACID",others
Dansyllysine,others
N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,others
H TYPE II TRISACCHARIDE,others
H TYPE I TRISACCHARIDE,others
GALACTOSE GREASE,others
BETA-METHYLLACTOSIDE,others
Octylphenoxy polyethoxyethanol,others
"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",others
BIS(HEXAMETHYLENE)TRIAMINE,others
"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",others
DIMETHYL THIOPHOSPHATE,others
ECGONINE METHYL ESTER,others
2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,others
Camptothecin,others
(E)-(S)-4-[(S)-2-((S)-2-TERT-BUTOXYCARBONYLAMINO-3-METHYL-BUTYRYLAMINO)-2-PHENYL-ACETYLAMINO]-5-(2-OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,others
"(13S)-13-METHYLDODECAHYDRO-1H-CYCLOPENTA[A]PHENANTHRENE-3,17(2H,4H)-DIONE",others
"2,6-anhydro-3-deoxy-3-fluoronononic acid",others
FARNESYL THIOPYROPHOSPHATE,others
"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",others
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,Non-Standardized Plant Allergenic Extract [EPC]
"N-(1,4-DIHYDRO-5H-TETRAZOL-5-YLIDENE)-9-OXO-9H-XANTHENE-2-SULFONAMIDE",others
4-Butyrolactone,Amide Local Anesthetic [EPC]
GLUTATHIONE SULFINATE,others
S-METHYL-GLUTATHIONE,others
"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",others
"(3BETA,20R)-CHOLEST-5-ENE-3,20-DIOL",others
"(3BETA)-CHOLEST-5-ENE-3,25-DIOL",others
"(3BETA,7BETA)-CHOLEST-5-ENE-3,7-DIOL",others
HYDROXYFASUDIL,others
"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",others
"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",others
(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,others
Iodipamide,others
ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,Aminoglycoside Antibacterial [EPC]
4-IODOPHENYLALANINE,Amide Local Anesthetic [EPC]
ISOPENTENYL PYROPHOSPHATE,others
IMIDAZOPYRIDAZIN 1,others
"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",others
2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,others
"(2S,3S,4R,5R,6R)-5-Amino-2-(Aminomethyl)-6-((2R,3R,4R,5S)-5-((1R,2R,3S,5R,6S)-3,5-Diamino-2-((2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)-tetrahydro-2H-pyran-2-yloxy)-6-hydroxycyclohexyloxy)-2-(hydroxymethyl)-4-(2-((R)-piperidin-3-ylmethylamin",others
"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",others
"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",others
"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",others
"2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE",others
2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,others
"(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE",others
Licofelone,others
"7,8,10-TRIMETHYLBENZO[G]PTERIDINE-2,4(3H,10H)-DIONE",others
Lividomycin A,others
GENTAMICIN C1A,others
1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,others
N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,others
"1,6-DI-O-PHOSPHONO-D-MANNITOL",others
Citraconic acid,others
MONOGALACTOSYL-DIACYLGLYCEROL,others
"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",others
(S)-HYDROXY(PHENYL)ACETONITRILE,others
Motuporin,others
4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,others
MOXALACTAM (HYDROLYZED),others
Myxothiazol,others
NITROCEFIN,others
Nimesulide,others
"2-HYDROXY-1,4-NAPHTHOQUINONE",others
2-OXOQUINOLINE,others
"(10E,12Z)-octadeca-10,12-dienoic acid",others
11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,others
OXIMINOARYLSULFONAMIDE,others
2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,others
OREGON GREEN 488 CARBOXYLATE,others
Purvalanol A,others
Phosphatidyl ethanol,others
"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",others
"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",others
"2-[3,5-DICHLORO-4-(2-{2-[2(2-MERCAPTOETHOXY)ETHOXY]ETHOXY}ETHOXY)PHENYLAMINO]BENZOIC ACID",others
"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",others
2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),others
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",others
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",others
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",others
N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,others
"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",others
[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,others
N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,others
N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,others
Pyrithiamine Pyrophosphate,others
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",others
"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",others
1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,others
1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,others
METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,others
Reidispongiolide A,others
Reidispongiolide C,others
"N6-METHYL-(R)-ROSCOVITINE, R-2-[6-(BENZYL-METHYL-AMINO)-9-ISOPROPYL-9H-PURIN-2-YLAMINO]-BUTAN-1-OL",others
(R)-4-Nitrostyrene oxide,others
SC45647,others
ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,others
Sulfatide,others
5-hydroxyvaleric acid,others
(S)-4-Nitrostyrene oxide,others
Sphinxolide B,others
Methylphenyl carbinol,others
Streptolydigin,others
Suramin,others
Tanaproget,others
Tagetitoxin,others
5-methyltetrahydrofolate,others
"2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol",others
"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL",others
"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",others
"2-O-(3'-AMIDINOPHENYL)-5-O-(4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",others
Bifonazole,others
Thenoyltrifluoroacetone,others
Inecalcitol,others
Triazolopyridine,others
THIO-ATPA,Non-Standardized Plant Allergenic Extract [EPC]
"5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole",others
1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,others
(11E)-OCTADEC-11-ENOIC ACID,others
Verdoheme,others
Virginiamycin factor S1,others
(5-BROMO-4-CHLORO-3-INDOLYL)-A-D-MANNOSE,others
4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE,others
Neamine,others
SALOPHEN-10-PROPIONATE IRON CHELATE,others
Benoxaprofen,others
Bithionol,others
Bunamiodyl,others
Clioquinol,others
Dantron,others
Metamizole,others
Iproniazid,others
Nialamide,others
Nomifensine,others
Oxeladin,others
Oxyphenisatin,others
Phenolphthalein,others
Prenylamine,others
Thenalidine,others
Ethyl carbamate,Muscle Relaxant [EPC]
Zomepirac,others
Lysergic Acid Diethylamide,others
Buformin,others
Ticrynafen,others
Zimelidine,others
Methaqualone,others
Rapacuronium,others
Maraviroc,CCR5 Co-receptor Antagonist [EPC]
Amineptine,others
Clofedanol,others
Cyclandelate,others
Cyproterone acetate,Non-Standardized Plant Allergenic Extract [EPC]
Debrisoquin,others
Flunarizine,others
Fluspirilene,others
Mepenzolate,others
Tetrabenazine,Vesicular Monoamine Transporter 2 Inhibitor [EPC]
Ixabepilone,others
Celiprolol,others
AZD2171,others
AZD2563,others
Implitapide,others
Binodenoson,others
Febuxostat,Xanthine Oxidase Inhibitor [EPC]
Dronedarone,others
Dexloxiglumide,others
Brasofensine,others
Tirapazamine,others
Zanapezil,others
Isatoribine,others
Nebivolol,others
Merimepodib,others
Lefradafiban,others
Huperzine A,others
Homoharringtonine,others
Halofuginone,others
Lintitript,others
Nilotinib,others
Olcegepant,others
Oleoyl estrone,others
Lorcaserin,others
Osanetant,others
Piboserod,others
Pralnacasan,others
Vildagliptin,others
Voacamine,others
Voglibose,others
Vatalanib,others
Enoximone,others
Elacridar,others
Edotecarin,others
Darusentan,others
Dapoxetine,others
Cilansetron,others
Calanolide A,others
Brecanavir,others
Bifeprunox,others
Bicifadine,others
Bepotastine,others
Becocalcidiol,others
Phenserine,others
Vapreotide,others
Milnacipran,others
Ximelagatran,others
Pagoclone,others
Tesmilifene,others
Flibanserin,others
Sitamaquine,others
Oxibendazole,others
Oritavancin,others
Phenoxodiol,others
Renzapride,others
Ceftobiprole,others
Clevidipine,others
Itopride,others
Neramexane,others
Permethrin,Pyrethroid [EPC]
EPT1647,others
Eritoran,others
Benzoxazinorifamycin,others
Tagatose,others
Ospemifene,others
Tamibarotene,others
Acadesine,others
